,station_id,stationname,date,daytype,rides,STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,Location,zip_codes,has_market,month,spring,latitude,longitude,top_stations
661640,41220,Fullerton,2013-04-20,A,10219,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
661641,41220,Fullerton,2013-04-21,U,7039,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
661647,41220,Fullerton,2013-04-27,A,11032,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
661648,41220,Fullerton,2013-04-28,U,7440,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
661654,41220,Fullerton,2013-05-04,A,11406,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
661655,41220,Fullerton,2013-05-05,U,7914,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
661661,41220,Fullerton,2013-05-11,A,9378,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
661662,41220,Fullerton,2013-05-12,U,6200,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
661668,41220,Fullerton,2013-05-18,A,10670,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
661669,41220,Fullerton,2013-05-19,U,8113,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
661675,41220,Fullerton,2013-05-25,A,8507,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
661676,41220,Fullerton,2013-05-26,U,7549,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
661677,41220,Fullerton,2013-05-27,U,5604,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
661955,41220,Fullerton,2014-03-01,A,8726,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661956,41220,Fullerton,2014-03-02,U,5976,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661962,41220,Fullerton,2014-03-08,A,9322,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661963,41220,Fullerton,2014-03-09,U,6877,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661969,41220,Fullerton,2014-03-15,A,15845,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661970,41220,Fullerton,2014-03-16,U,7446,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661976,41220,Fullerton,2014-03-22,A,8090,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661977,41220,Fullerton,2014-03-23,U,5186,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661983,41220,Fullerton,2014-03-29,A,7322,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661984,41220,Fullerton,2014-03-30,U,7315,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
661990,41220,Fullerton,2014-04-05,A,10805,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
661991,41220,Fullerton,2014-04-06,U,7419,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
661997,41220,Fullerton,2014-04-12,A,10976,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
661998,41220,Fullerton,2014-04-13,U,6844,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662004,41220,Fullerton,2014-04-19,A,8397,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662005,41220,Fullerton,2014-04-20,U,5206,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662011,41220,Fullerton,2014-04-26,A,10150,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662012,41220,Fullerton,2014-04-27,U,6876,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662018,41220,Fullerton,2014-05-03,A,11153,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662019,41220,Fullerton,2014-05-04,U,7272,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662025,41220,Fullerton,2014-05-10,A,9548,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662026,41220,Fullerton,2014-05-11,U,6142,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662032,41220,Fullerton,2014-05-17,A,9965,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662033,41220,Fullerton,2014-05-18,U,7387,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662039,41220,Fullerton,2014-05-24,A,9876,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662040,41220,Fullerton,2014-05-25,U,7608,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662041,41220,Fullerton,2014-05-26,U,5702,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662046,41220,Fullerton,2014-05-31,A,10492,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662320,41220,Fullerton,2015-03-01,U,7166,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662326,41220,Fullerton,2015-03-07,A,9188,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662327,41220,Fullerton,2015-03-08,U,6574,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662333,41220,Fullerton,2015-03-14,A,15661,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662334,41220,Fullerton,2015-03-15,U,8817,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662340,41220,Fullerton,2015-03-21,A,7481,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662341,41220,Fullerton,2015-03-22,U,4823,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662347,41220,Fullerton,2015-03-28,A,7287,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662348,41220,Fullerton,2015-03-29,U,5974,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662354,41220,Fullerton,2015-04-04,A,7868,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662355,41220,Fullerton,2015-04-05,U,5430,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662361,41220,Fullerton,2015-04-11,A,11889,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662362,41220,Fullerton,2015-04-12,U,8073,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662368,41220,Fullerton,2015-04-18,A,12861,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662369,41220,Fullerton,2015-04-19,U,8023,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662375,41220,Fullerton,2015-04-25,A,8932,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662376,41220,Fullerton,2015-04-26,U,7056,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662382,41220,Fullerton,2015-05-02,A,13785,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662383,41220,Fullerton,2015-05-03,U,8835,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662389,41220,Fullerton,2015-05-09,A,10277,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662390,41220,Fullerton,2015-05-10,U,6688,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662396,41220,Fullerton,2015-05-16,A,12476,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662397,41220,Fullerton,2015-05-17,U,9150,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662403,41220,Fullerton,2015-05-23,A,9330,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662404,41220,Fullerton,2015-05-24,U,6894,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662405,41220,Fullerton,2015-05-25,U,6036,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662410,41220,Fullerton,2015-05-30,A,10603,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662411,41220,Fullerton,2015-05-31,U,8379,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662690,41220,Fullerton,2016-03-05,A,8980,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662691,41220,Fullerton,2016-03-06,U,7257,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662697,41220,Fullerton,2016-03-12,A,13494,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662698,41220,Fullerton,2016-03-13,U,6199,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662704,41220,Fullerton,2016-03-19,A,7581,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662705,41220,Fullerton,2016-03-20,U,5408,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662711,41220,Fullerton,2016-03-26,A,6371,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662712,41220,Fullerton,2016-03-27,U,4089,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,3,True,41.925051, -87.652866,True
662718,41220,Fullerton,2016-04-02,A,8223,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662719,41220,Fullerton,2016-04-03,U,7103,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662725,41220,Fullerton,2016-04-09,A,8667,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662726,41220,Fullerton,2016-04-10,U,6106,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662732,41220,Fullerton,2016-04-16,A,10420,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662733,41220,Fullerton,2016-04-17,U,7722,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662739,41220,Fullerton,2016-04-23,A,9372,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662740,41220,Fullerton,2016-04-24,U,7197,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662746,41220,Fullerton,2016-04-30,A,7661,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,4,True,41.925051, -87.652866,True
662747,41220,Fullerton,2016-05-01,U,6529,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662753,41220,Fullerton,2016-05-07,A,9243,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662754,41220,Fullerton,2016-05-08,U,6466,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662760,41220,Fullerton,2016-05-14,A,8968,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662761,41220,Fullerton,2016-05-15,U,7145,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662767,41220,Fullerton,2016-05-21,A,9678,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662768,41220,Fullerton,2016-05-22,U,7314,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662774,41220,Fullerton,2016-05-28,A,9595,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662775,41220,Fullerton,2016-05-29,U,7790,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
662776,41220,Fullerton,2016-05-30,U,6279,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)","41.925051, -87.652866",60614,True,5,True,41.925051, -87.652866,True
753918,41400,Roosevelt,2011-03-05,A,7500,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
753919,41400,Roosevelt,2011-03-06,U,5678,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
753925,41400,Roosevelt,2011-03-12,A,9107,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
753926,41400,Roosevelt,2011-03-13,U,5873,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
753932,41400,Roosevelt,2011-03-19,A,8531,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
753933,41400,Roosevelt,2011-03-20,U,5460,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
753939,41400,Roosevelt,2011-03-26,A,7983,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
753940,41400,Roosevelt,2011-03-27,U,5788,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
753946,41400,Roosevelt,2011-04-02,A,8719,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
753947,41400,Roosevelt,2011-04-03,U,6166,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
753953,41400,Roosevelt,2011-04-09,A,8648,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
753954,41400,Roosevelt,2011-04-10,U,8469,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
753960,41400,Roosevelt,2011-04-16,A,8038,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
753961,41400,Roosevelt,2011-04-17,U,6460,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
753967,41400,Roosevelt,2011-04-23,A,7890,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
753968,41400,Roosevelt,2011-04-24,U,5558,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
753974,41400,Roosevelt,2011-04-30,A,8707,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
753975,41400,Roosevelt,2011-05-01,U,6354,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
753981,41400,Roosevelt,2011-05-07,A,8916,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
753982,41400,Roosevelt,2011-05-08,U,6399,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
753988,41400,Roosevelt,2011-05-14,A,8264,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
753989,41400,Roosevelt,2011-05-15,U,5741,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
753995,41400,Roosevelt,2011-05-21,A,8163,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
753996,41400,Roosevelt,2011-05-22,U,6436,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
754002,41400,Roosevelt,2011-05-28,A,8820,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
754003,41400,Roosevelt,2011-05-29,U,6347,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
754004,41400,Roosevelt,2011-05-30,U,7259,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,5,True,41.867405, -87.62659,True
754294,41400,Roosevelt,2012-03-03,A,8622,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
754295,41400,Roosevelt,2012-03-04,U,6600,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
754301,41400,Roosevelt,2012-03-10,A,9532,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
754302,41400,Roosevelt,2012-03-11,U,6710,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
754308,41400,Roosevelt,2012-03-17,A,11768,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
754309,41400,Roosevelt,2012-03-18,U,7476,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
754315,41400,Roosevelt,2012-03-24,A,8906,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
754316,41400,Roosevelt,2012-03-25,U,8883,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
754322,41400,Roosevelt,2012-03-31,A,9003,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,3,True,41.867405, -87.62659,True
754323,41400,Roosevelt,2012-04-01,U,6958,30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)","41.867405, -87.62659",60605,True,4,True,41.867405, -87.62659,True
