,station_id,stationname,date,daytype,rides,STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,Location,zip_codes,has_market,month,spring,latitude,longitude,top_stations
249479,40450,95th/Dan Ryan,2015-04-05,U,5513,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249485,40450,95th/Dan Ryan,2015-04-11,A,7289,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249486,40450,95th/Dan Ryan,2015-04-12,U,5625,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249492,40450,95th/Dan Ryan,2015-04-18,A,7233,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249493,40450,95th/Dan Ryan,2015-04-19,U,5180,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249499,40450,95th/Dan Ryan,2015-04-25,A,6528,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249500,40450,95th/Dan Ryan,2015-04-26,U,5560,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249506,40450,95th/Dan Ryan,2015-05-02,A,8039,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249507,40450,95th/Dan Ryan,2015-05-03,U,5870,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249513,40450,95th/Dan Ryan,2015-05-09,A,7249,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249514,40450,95th/Dan Ryan,2015-05-10,U,5323,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249520,40450,95th/Dan Ryan,2015-05-16,A,7504,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249521,40450,95th/Dan Ryan,2015-05-17,U,5704,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249527,40450,95th/Dan Ryan,2015-05-23,A,7605,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249528,40450,95th/Dan Ryan,2015-05-24,U,5549,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249529,40450,95th/Dan Ryan,2015-05-25,U,5610,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249534,40450,95th/Dan Ryan,2015-05-30,A,6573,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249535,40450,95th/Dan Ryan,2015-05-31,U,5289,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249814,40450,95th/Dan Ryan,2016-03-05,A,6518,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,3,True,41.722377, -87.624342,True
249815,40450,95th/Dan Ryan,2016-03-06,U,5405,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,3,True,41.722377, -87.624342,True
249821,40450,95th/Dan Ryan,2016-03-12,A,7156,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,3,True,41.722377, -87.624342,True
249822,40450,95th/Dan Ryan,2016-03-13,U,4864,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,3,True,41.722377, -87.624342,True
249828,40450,95th/Dan Ryan,2016-03-19,A,6767,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,3,True,41.722377, -87.624342,True
249829,40450,95th/Dan Ryan,2016-03-20,U,5144,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,3,True,41.722377, -87.624342,True
249835,40450,95th/Dan Ryan,2016-03-26,A,6534,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,3,True,41.722377, -87.624342,True
249836,40450,95th/Dan Ryan,2016-03-27,U,4929,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,3,True,41.722377, -87.624342,True
249842,40450,95th/Dan Ryan,2016-04-02,A,6343,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249843,40450,95th/Dan Ryan,2016-04-03,U,5287,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249849,40450,95th/Dan Ryan,2016-04-09,A,6335,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249850,40450,95th/Dan Ryan,2016-04-10,U,4826,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249856,40450,95th/Dan Ryan,2016-04-16,A,7058,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249857,40450,95th/Dan Ryan,2016-04-17,U,5723,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249863,40450,95th/Dan Ryan,2016-04-23,A,6729,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249864,40450,95th/Dan Ryan,2016-04-24,U,5598,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249870,40450,95th/Dan Ryan,2016-04-30,A,6254,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,4,True,41.722377, -87.624342,True
249871,40450,95th/Dan Ryan,2016-05-01,U,5140,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249877,40450,95th/Dan Ryan,2016-05-07,A,6967,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249878,40450,95th/Dan Ryan,2016-05-08,U,5599,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249884,40450,95th/Dan Ryan,2016-05-14,A,6707,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249885,40450,95th/Dan Ryan,2016-05-15,U,5424,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249891,40450,95th/Dan Ryan,2016-05-21,A,7078,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249892,40450,95th/Dan Ryan,2016-05-22,U,5615,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249898,40450,95th/Dan Ryan,2016-05-28,A,6980,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249899,40450,95th/Dan Ryan,2016-05-29,U,5684,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
249900,40450,95th/Dan Ryan,2016-05-30,U,5824,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),"41.722377, -87.624342",60620,True,5,True,41.722377, -87.624342,True
341073,40630,Clark/Division,2011-03-05,A,5659,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341074,40630,Clark/Division,2011-03-06,U,4567,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341080,40630,Clark/Division,2011-03-12,A,8300,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341081,40630,Clark/Division,2011-03-13,U,4744,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341087,40630,Clark/Division,2011-03-19,A,6539,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341088,40630,Clark/Division,2011-03-20,U,4544,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341094,40630,Clark/Division,2011-03-26,A,5954,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341095,40630,Clark/Division,2011-03-27,U,4443,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341101,40630,Clark/Division,2011-04-02,A,6807,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341102,40630,Clark/Division,2011-04-03,U,5057,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341108,40630,Clark/Division,2011-04-09,A,6908,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341109,40630,Clark/Division,2011-04-10,U,5980,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341115,40630,Clark/Division,2011-04-16,A,5962,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341116,40630,Clark/Division,2011-04-17,U,4694,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341122,40630,Clark/Division,2011-04-23,A,6126,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341123,40630,Clark/Division,2011-04-24,U,4004,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341129,40630,Clark/Division,2011-04-30,A,6544,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341130,40630,Clark/Division,2011-05-01,U,4693,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341136,40630,Clark/Division,2011-05-07,A,6471,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341137,40630,Clark/Division,2011-05-08,U,4783,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341143,40630,Clark/Division,2011-05-14,A,6231,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341144,40630,Clark/Division,2011-05-15,U,4274,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341150,40630,Clark/Division,2011-05-21,A,6391,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341151,40630,Clark/Division,2011-05-22,U,5165,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341157,40630,Clark/Division,2011-05-28,A,6085,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341158,40630,Clark/Division,2011-05-29,U,4721,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341159,40630,Clark/Division,2011-05-30,U,7211,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341439,40630,Clark/Division,2012-03-03,A,6244,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341440,40630,Clark/Division,2012-03-04,U,5033,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341446,40630,Clark/Division,2012-03-10,A,6463,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341447,40630,Clark/Division,2012-03-11,U,5194,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341453,40630,Clark/Division,2012-03-17,A,12061,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341454,40630,Clark/Division,2012-03-18,U,6182,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341460,40630,Clark/Division,2012-03-24,A,6399,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341461,40630,Clark/Division,2012-03-25,U,5764,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341467,40630,Clark/Division,2012-03-31,A,7058,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341468,40630,Clark/Division,2012-04-01,U,5354,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341474,40630,Clark/Division,2012-04-07,A,6530,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341475,40630,Clark/Division,2012-04-08,U,4583,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341481,40630,Clark/Division,2012-04-14,A,7155,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341482,40630,Clark/Division,2012-04-15,U,5099,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341488,40630,Clark/Division,2012-04-21,A,7197,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341489,40630,Clark/Division,2012-04-22,U,5647,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341495,40630,Clark/Division,2012-04-28,A,6476,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341496,40630,Clark/Division,2012-04-29,U,5004,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341502,40630,Clark/Division,2012-05-05,A,7532,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341503,40630,Clark/Division,2012-05-06,U,5419,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341509,40630,Clark/Division,2012-05-12,A,6501,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341510,40630,Clark/Division,2012-05-13,U,4997,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341516,40630,Clark/Division,2012-05-19,A,7101,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341517,40630,Clark/Division,2012-05-20,U,5400,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341523,40630,Clark/Division,2012-05-26,A,7057,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341524,40630,Clark/Division,2012-05-27,U,6943,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341525,40630,Clark/Division,2012-05-28,U,5719,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341803,40630,Clark/Division,2013-03-02,A,6251,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341804,40630,Clark/Division,2013-03-03,U,4773,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341810,40630,Clark/Division,2013-03-09,A,6044,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341811,40630,Clark/Division,2013-03-10,U,4647,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341817,40630,Clark/Division,2013-03-16,A,9461,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341818,40630,Clark/Division,2013-03-17,U,5490,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341824,40630,Clark/Division,2013-03-23,A,6434,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341825,40630,Clark/Division,2013-03-24,U,4440,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341831,40630,Clark/Division,2013-03-30,A,5793,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341832,40630,Clark/Division,2013-03-31,U,3909,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
341838,40630,Clark/Division,2013-04-06,A,6880,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341839,40630,Clark/Division,2013-04-07,U,5372,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341845,40630,Clark/Division,2013-04-13,A,6954,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341846,40630,Clark/Division,2013-04-14,U,5498,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341852,40630,Clark/Division,2013-04-20,A,6663,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341853,40630,Clark/Division,2013-04-21,U,4893,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341859,40630,Clark/Division,2013-04-27,A,7165,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341860,40630,Clark/Division,2013-04-28,U,5026,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
341866,40630,Clark/Division,2013-05-04,A,7230,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341867,40630,Clark/Division,2013-05-05,U,5524,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341873,40630,Clark/Division,2013-05-11,A,6633,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341874,40630,Clark/Division,2013-05-12,U,4653,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341880,40630,Clark/Division,2013-05-18,A,7263,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341881,40630,Clark/Division,2013-05-19,U,5621,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341887,40630,Clark/Division,2013-05-25,A,5321,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341888,40630,Clark/Division,2013-05-26,U,4969,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
341889,40630,Clark/Division,2013-05-27,U,3860,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,5,True,41.90392, -87.631412,True
342167,40630,Clark/Division,2014-03-01,A,6570,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342168,40630,Clark/Division,2014-03-02,U,4835,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342174,40630,Clark/Division,2014-03-08,A,6636,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342175,40630,Clark/Division,2014-03-09,U,4968,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342181,40630,Clark/Division,2014-03-15,A,9785,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342182,40630,Clark/Division,2014-03-16,U,5697,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342188,40630,Clark/Division,2014-03-22,A,6577,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342189,40630,Clark/Division,2014-03-23,U,4810,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342195,40630,Clark/Division,2014-03-29,A,6464,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342196,40630,Clark/Division,2014-03-30,U,5855,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,3,True,41.90392, -87.631412,True
342202,40630,Clark/Division,2014-04-05,A,7430,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),"41.90392, -87.631412",60610,True,4,True,41.90392, -87.631412,True
